MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
ORL vs MIA,2022-04-09,1,236.0,0.3,0.259,0.6,0.654,25,29,11,3,29,28,8,6,28,29,24,17,15,15,26,22,22,22,20,8,18,19,30,30,20,26,25,28,21,28,17,16,11,12,17,14,30,28,3,1,17,14,28,28,30,28,3,11,30,29,18,19,25,11,13,5
ORL vs CLE,2022-04-04,1,235.0,0.2,0.253,0.364,0.544,27,29,19,14,29,29,22,13,28,29,6,23,12,13,7,13,21,21,10,10,24,20,21,24,25,28,21,26,24,28,11,20,9,12,15,22,30,28,17,16,11,10,6,29,30,28,16,9,28,27,3,11,21,12,22,21
ORL vs NYK,2022-04-02,0,206.0,0.2,0.256,0.545,0.436,26,29,10,19,29,29,15,19,27,29,14,26,12,14,5,4,19,20,20,30,19,20,12,11,25,28,12,11,25,28,10,27,12,12,5,9,29,28,13,12,17,12,14,24,30,28,29,27,30,28,1,2,19,10,27,26
ORL vs TOR,2022-03-31,0,191.0,0.3,0.26,0.818,0.579,22,29,1,12,29,29,4,11,27,29,6,19,12,15,1,8,18,20,16,29,21,19,6,16,16,26,10,3,25,28,5,3,12,12,15,20,28,28,19,15,16,11,3,5,30,28,21,25,27,27,15,22,19,10,24,24
ORL vs SAC,2022-03-25,0,224.0,0.4,0.27,0.222,0.351,19,28,27,25,27,28,24,25,27,29,29,13,12,16,29,25,20,20,27,19,24,17,28,20,21,28,12,20,30,29,23,18,11,11,28,21,28,28,9,23,19,13,27,10,30,28,14,19,19,26,21,6,11,9,15,17
ORL vs GSW,2022-03-21,1,184.0,0.4,0.264,0.4,0.662,18,28,18,3,25,27,17,4,27,28,18,16,9,18,22,12,22,20,14,5,23,19,25,17,20,28,13,26,29,28,16,2,13,12,8,3,28,28,15,9,16,15,19,24,30,28,10,6,21,25,29,27,8,9,18,19
ORL vs OKC,2022-03-19,1,175.0,0.4,0.254,0.1,0.286,20,29,29,27,23,28,29,27,26,27,24,30,13,21,19,10,20,21,22,28,24,16,16,19,15,25,24,13,29,29,6,12,11,10,10,8,26,28,27,30,16,15,20,14,29,28,21,30,22,25,18,30,9,9,17,20
ORL vs DET,2022-03-16,0,254.0,0.5,0.257,0.455,0.261,15,28,15,28,22,28,19,29,27,27,20,29,13,19,11,26,24,21,17,24,26,17,13,15,12,26,15,18,28,27,25,14,12,10,18,19,26,27,22,29,21,13,12,16,29,28,25,29,22,26,19,13,7,8,13,13
ORL vs BKN,2022-03-14,0,258.0,0.556,0.261,0.444,0.515,14,28,19,16,17,27,21,17,27,27,23,15,11,18,29,22,24,21,21,12,26,18,8,6,14,26,12,14,24,26,20,24,13,10,26,26,24,27,8,12,22,12,23,16,27,28,9,6,23,26,21,21,7,8,21,6
ORL vs PHI,2022-03-12,0,230.0,0.625,0.265,0.714,0.615,8,28,8,10,16,27,9,12,26,26,29,28,12,18,29,30,21,20,27,26,29,18,25,7,15,26,2,2,22,26,27,18,12,11,27,29,28,28,11,10,20,11,30,30,29,28,24,14,21,26,7,8,2,8,1,1
ORL vs MIN,2022-03-10,1,228.0,0.571,0.254,0.875,0.567,12,29,1,12,16,28,1,9,26,25,2,1,10,19,6,12,23,20,2,7,28,17,3,3,19,27,28,26,17,24,1,3,15,12,1,1,29,28,7,14,18,13,7,4,28,28,2,22,24,26,4,6,5,8,9,16
