MATCHUP,"GAME_DATE""",WIN,TOTAL_POINTS,W_PCT_L_S,W_PCT_L_G,W_PCT_A_S,W_PCT_A_G,W_RANK_L_S,W_RANK_L_G,W_RANK_A_S,W_RANK_A_G,PLUS_MINUS_RANK_L_S,PLUS_MINUS_RANK_L_G,PLUS_MINUS_RANK_A_S,PLUS_MINUS_RANK_A_G,PTS_RANK_L_S,PTS_RANK_L_G,PTS_RANK_A_S,PTS_RANK_A_G,REB_RANK_L_S,REB_RANK_L_G,REB_RANK_A_S,REB_RANK_A_G,AST_RANK_L_S,AST_RANK_L_G,AST_RANK_A_S,AST_RANK_A_G,BLK_RANK_L_S,BLK_RANK_L_G,BLK_RANK_A_S,BLK_RANK_A_G,TOV_RANK_L_S,TOV_RANK_L_G,TOV_RANK_A_S,TOV_RANK_A_G,STL_RANK_L_S,STL_RANK_L_G,STL_RANK_A_S,STL_RANK_A_G,FG3A_RANK_L_S,FG3A_RANK_L_G,FG3A_RANK_A_S,FG3A_RANK_A_G,FG3_PCT_RANK_L_S,FG3_PCT_RANK_L_G,FG3_PCT_RANK_A_S,FG3_PCT_RANK_A_G,FGA_RANK_L_S,FGA_RANK_L_G,FGA_RANK_A_S,FGA_RANK_A_G,FG_PCT_RANK_L_S,FG_PCT_RANK_L_G,FG_PCT_RANK_A_S,FG_PCT_RANK_A_G,FTA_RANK_L_S,FTA_RANK_L_G,FTA_RANK_A_S,FTA_RANK_A_G,FT_PCT_RANK_L_S,FT_PCT_RANK_L_G,FT_PCT_RANK_A_S,FT_PCT_RANK_A_G
PHX vs SAC,2022-04-09,0,225.0,0.7,0.79,0.444,0.358,4,1,19,24,13,1,26,25,17,5,29,16,18,11,29,27,14,4,29,21,18,22,22,20,18,7,5,18,8,6,27,22,25,28,30,21,19,7,26,25,14,6,29,15,11,1,23,20,27,28,14,5,20,7,19,17
PHX vs LAL,2022-04-04,1,231.0,0.8,0.795,0.2,0.397,1,1,27,23,4,1,25,23,9,4,14,16,23,11,22,22,11,5,13,17,17,22,29,7,17,7,13,22,12,6,28,10,27,28,19,17,8,6,26,21,13,9,12,13,3,1,5,7,18,26,22,12,12,7,29,29
PHX vs PHI,2022-03-26,1,218.0,0.818,0.811,0.7,0.63,1,1,5,5,4,1,11,12,2,3,20,22,10,12,19,30,2,4,25,25,6,22,15,7,18,7,4,2,7,6,20,15,14,26,26,28,4,4,7,10,5,8,25,30,2,1,25,15,22,25,3,3,2,7,6,1
PHX vs CHI,2022-03-17,1,231.0,0.636,0.8,0.222,0.594,6,1,25,11,3,1,25,14,4,5,29,14,15,6,29,27,1,2,28,18,5,21,30,24,12,7,4,6,5,6,16,21,9,25,30,30,5,6,14,2,4,8,28,21,3,1,12,2,26,27,30,22,5,7,6,2
PHX vs LAL,2022-03-12,1,251.0,0.556,0.791,0.25,0.439,8,1,25,19,8,1,26,21,8,7,23,18,17,12,24,22,5,5,25,21,5,21,10,5,16,6,19,21,7,6,11,7,7,27,19,20,9,8,15,17,9,10,19,19,13,2,18,10,23,27,27,12,3,7,15,29
PHX vs TOR,2022-03-10,0,229.0,0.625,0.803,0.375,0.538,6,1,15,14,7,1,22,14,5,5,12,21,14,9,3,20,4,5,21,29,7,22,21,19,15,6,11,4,5,6,10,4,7,26,22,20,6,7,25,15,8,11,3,10,14,2,29,25,21,27,7,22,2,7,27,24
PHX vs NYK,2022-03-03,1,229.0,0.714,0.806,0.0,0.403,6,1,29,22,4,1,28,21,18,10,28,28,20,12,26,9,7,5,30,30,8,24,13,11,9,6,4,10,3,6,29,28,23,27,20,11,11,7,26,16,20,14,27,25,4,2,30,28,25,25,15,4,6,7,20,25
PHX vs POR,2022-03-01,1,210.0,0.714,0.803,0.667,0.41,6,1,13,21,3,1,24,25,14,10,29,22,19,13,27,26,5,5,23,26,13,24,27,20,4,6,6,14,7,6,24,14,25,27,23,8,11,7,29,16,17,14,25,22,1,1,25,25,25,25,27,16,15,7,14,20
PHX vs UTA,2022-02-26,0,232.0,0.875,0.817,0.833,0.627,1,1,6,6,3,1,2,3,4,7,28,12,9,8,24,15,1,5,29,27,8,25,12,13,8,6,4,16,2,6,23,24,20,27,17,4,23,8,18,5,7,12,29,29,1,2,12,4,13,25,29,8,10,8,4,11
PHX vs NOP,2022-02-24,0,219.0,1.0,0.831,0.5,0.39,1,1,11,23,2,1,12,24,3,6,9,23,5,5,14,15,1,5,8,13,8,25,4,26,9,6,26,17,2,6,11,15,19,27,16,24,25,8,23,27,7,11,13,21,3,2,2,25,17,24,12,8,12,8,7,7
